Open,High,Low,Close,Adj Close,Volume,Date
0.08657611688293182,0.08437819498840426,0.10358709096333776,0.08236543597576187,0.08236542908515065,0.03882670938550839,2023-07-03
0.08302038618895519,0.08067550841483917,0.09888402087685919,0.0832709966205287,0.0832710095530742,0.03681454306975575,2023-07-05
0.07958450679378432,0.07777602771427661,0.09816660239881894,0.08145987537036667,0.08145987968249857,0.0480023173934767,2023-07-06
0.09412705334213567,0.10763263172793613,0.11406934362816631,0.10787826335694753,0.10787825775977594,0.26759479053057034,2023-07-07
0.10727128394537022,0.10947418495158273,0.12590673364934943,0.10791761336870268,0.10791763486672801,0.12882271097450415,2023-07-10
0.11114660792837161,0.11057127279858814,0.12355521385122739,0.11276033669129651,0.11276033648275768,0.09879898620515802,2023-07-11
0.12349180960389039,0.12118955896832612,0.13766442403095017,0.12146146258710458,0.12146146720430034,0.12078441436239602,2023-07-12
0.12716739159667284,0.12892797445954857,0.14583499149225884,0.1317374595779023,0.13173746507317002,0.11987715740843348,2023-07-13
0.12792649044036808,0.12534282878780195,0.1444001544963219,0.12366626408001077,0.12366627498935029,0.08649398974670033,2023-07-14
0.11606072444349241,0.11539065731956938,0.1316460816729537,0.11913855101720203,0.11913855920443372,0.07643186208657435,2023-07-17
0.11322413202577042,0.11014026971813107,0.12809885420816328,0.11043739508084274,0.11043739737685154,0.09543500702800119,2023-07-18
0.12133439481507846,0.11993573995363771,0.13583099756568048,0.11394146746243958,0.11394149460957081,0.07585380979876392,2023-07-19
0.11382341896326725,0.11370583526360578,0.13288162389436772,0.11319342698752674,0.11319342261022358,0.05981415489338758,2023-07-20
0.11861765369616223,0.1141368383440628,0.13363890745724463,0.11425644768167345,0.11425648048145198,0.05417555292451039,2023-07-21
0.11534158616723772,0.13074603144546876,0.1326823595702228,0.13071378885613918,0.13071378434966174,0.1804994190315291,2023-07-24
0.13971233526241056,0.13474648616953422,0.145874856537239,0.12531989524024165,0.12531989635058144,0.13158012407386888,2023-07-25
0.12684776782422813,0.131043799635151,0.14679153937928066,0.13382415099381215,0.13382417256186718,0.0668155864152528,2023-07-26
